id,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,name
19111,2013,1,22,1341.8229492227138,1016,-2.0,1520.1147660818713,1230,-4.0,DL,2319,N913DL,LGA,MSP,135.0,1020,10,16,2013-01-22 10:00:00,Delta Air Lines Inc.
20711,2013,1,24,1807.0,1815,-8.0,1947.0,1958,-11.0,9E,4019,N8672A,JFK,RIC,56.0,288,18,15,2013-01-24 18:00:00,Endeavor Air Inc.
107,2013,1,1,801.0,805,-4.0,900.0,919,-19.0,B6,1172,N206JB,EWR,BOS,38.0,200,8,5,2013-01-01 08:00:00,JetBlue Airways
124,2013,1,1,817.0,810,7.0,1005.0,948,17.0,B6,1051,N228JB,JFK,PIT,86.0,340,8,10,2013-01-01 08:00:00,JetBlue Airways
326,2013,1,1,1237.0,1245,-8.0,1340.0,1350,-10.0,AA,1850,N3EGAA,JFK,BOS,40.0,187,12,45,2013-01-01 12:00:00,American Airlines Inc.
339,2013,1,1,1255.0,1300,-5.0,1541.0,1537,4.0,DL,781,N644DL,LGA,ATL,132.0,762,13,0,2013-01-01 13:00:00,Delta Air Lines Inc.
380,2013,1,1,1346.0,1330,16.0,1736.0,1710,26.0,WN,2335,N900WN,EWR,PHX,334.0,2133,13,30,2013-01-01 13:00:00,Southwest Airlines Co.
981,2013,1,2,752.0,745,7.0,1055.0,1042,13.0,UA,251,N430UA,EWR,IAH,215.0,1400,7,45,2013-01-02 07:00:00,United Air Lines Inc.
1251,2013,1,2,1256.0,1252,4.0,1600.0,1555,5.0,B6,85,N806JB,JFK,FLL,166.0,1069,12,52,2013-01-02 12:00:00,JetBlue Airways
1311,2013,1,2,1416.0,1429,-13.0,1736.0,1803,-27.0,UA,257,N518UA,JFK,SFO,341.0,2586,14,29,2013-01-02 14:00:00,United Air Lines Inc.
2215,2013,1,3,1351.0,1355,-4.0,1450.0,1510,-20.0,B6,602,N178JB,JFK,PWM,45.0,273,13,55,2013-01-03 13:00:00,JetBlue Airways
2220,2013,1,3,1358.0,1356,2.0,1718.0,1650,28.0,B6,1783,N640JB,JFK,MCO,160.0,944,13,56,2013-01-03 13:00:00,JetBlue Airways
2442,2013,1,3,1731.0,1730,1.0,2036.0,2023,13.0,UA,1637,N18220,EWR,TPA,165.0,997,17,30,2013-01-03 17:00:00,United Air Lines Inc.
2606,2013,1,3,2019.0,2000,19.0,2303.0,2325,-22.0,VX,415,N623VA,JFK,LAX,309.0,2475,20,0,2013-01-03 20:00:00,Virgin America
2786,2013,1,4,700.0,700,0.0,956.0,1025,-29.0,WN,20,N277WN,EWR,HOU,220.0,1411,7,0,2013-01-04 07:00:00,Southwest Airlines Co.
3328,2013,1,4,1655.0,1700,-5.0,2004.0,2036,-32.0,DL,127,N718TW,JFK,LAX,334.0,2475,17,0,2013-01-04 17:00:00,Delta Air Lines Inc.
3514,2013,1,4,1952.0,2000,-8.0,2118.0,2139,-21.0,UA,695,N411UA,LGA,ORD,112.0,733,20,0,2013-01-04 20:00:00,United Air Lines Inc.
4255,2013,1,5,1937.0,1945,-8.0,2207.0,2241,-34.0,9E,3314,N923XJ,JFK,JAX,128.0,828,19,45,2013-01-05 19:00:00,Endeavor Air Inc.
4421,2013,1,6,754.0,759,-5.0,949.0,959,-10.0,US,1733,N170US,LGA,CLT,94.0,544,7,59,2013-01-06 07:00:00,US Airways Inc.
5259,2013,1,7,704.0,700,4.0,936.0,957,-21.0,B6,203,N646JB,JFK,LAS,296.0,2248,7,0,2013-01-07 07:00:00,JetBlue Airways
5290,2013,1,7,738.0,730,8.0,1017.0,1045,-28.0,UA,10,N36207,LGA,IAH,198.0,1416,7,30,2013-01-07 07:00:00,United Air Lines Inc.
6005,2013,1,7,1953.0,2000,-7.0,2231.0,2243,-12.0,DL,1147,N662DN,LGA,ATL,111.0,762,20,0,2013-01-07 20:00:00,Delta Air Lines Inc.
6171,2013,1,8,653.0,655,-2.0,1021.0,1030,-9.0,DL,1415,N386DA,JFK,SLC,299.0,1990,6,55,2013-01-08 06:00:00,Delta Air Lines Inc.
6391,2013,1,8,1030.0,1032,-2.0,1228.0,1240,-12.0,EV,4462,N14153,EWR,CHS,99.0,628,10,32,2013-01-08 10:00:00,ExpressJet Airlines Inc.
6667,2013,1,8,1556.0,1600,-4.0,1728.0,1732,-4.0,9E,3453,N906XJ,JFK,BOS,41.0,187,16,0,2013-01-08 16:00:00,Endeavor Air Inc.
6770,2013,1,8,1729.0,1729,0.0,1845.0,1902,-17.0,EV,4480,N11140,EWR,PIT,56.0,319,17,29,2013-01-08 17:00:00,ExpressJet Airlines Inc.
7395,2013,1,9,1252.0,1253,-1.0,1539.0,1555,-16.0,UA,1641,N37263,EWR,MCO,145.0,937,12,53,2013-01-09 12:00:00,United Air Lines Inc.
7712,2013,1,9,1807.0,1800,7.0,2017.0,2006,11.0,US,373,N553UW,JFK,CLT,87.0,541,18,0,2013-01-09 18:00:00,US Airways Inc.
7714,2013,1,9,1810.0,1810,0.0,2041.0,2037,4.0,9E,3542,N912XJ,JFK,MSP,185.0,1029,18,10,2013-01-09 18:00:00,Endeavor Air Inc.
7765,2013,1,9,1857.0,1855,2.0,2151.0,2142,9.0,DL,951,N173DZ,JFK,ATL,120.0,760,18,55,2013-01-09 18:00:00,Delta Air Lines Inc.
7938,2013,1,10,608.0,607,1.0,811.0,819,-8.0,EV,4559,N16571,EWR,CVG,99.0,569,6,7,2013-01-10 06:00:00,ExpressJet Airlines Inc.
8243,2013,1,10,1126.0,1129,-3.0,1430.0,1438,-8.0,B6,133,N760JB,JFK,RSW,164.0,1074,11,29,2013-01-10 11:00:00,JetBlue Airways
9372,2013,1,11,1517.0,1520,-3.0,1657.0,1644,13.0,EV,4581,N13978,EWR,MKE,123.0,725,15,20,2013-01-11 15:00:00,ExpressJet Airlines Inc.
9430,2013,1,11,1603.0,1600,3.0,1857.0,1850,7.0,DL,1331,N3734B,JFK,DEN,268.0,1626,16,0,2013-01-11 16:00:00,Delta Air Lines Inc.
9995,2013,1,12,1018.0,1021,-3.0,1335.0,1342,-7.0,DL,1903,N949DL,LGA,SRQ,146.0,1047,10,21,2013-01-12 10:00:00,Delta Air Lines Inc.
10314,2013,1,12,1742.0,1735,7.0,2025.0,2026,-1.0,UA,920,N497UA,EWR,TPA,137.0,997,17,35,2013-01-12 17:00:00,United Air Lines Inc.
10588,2013,1,13,831.0,830,1.0,1136.0,1154,-18.0,UA,112,N41140,JFK,LAX,324.0,2475,8,30,2013-01-13 08:00:00,United Air Lines Inc.
10692,2013,1,13,1053.0,1100,-7.0,1209.0,1215,-6.0,MQ,3792,N510MQ,JFK,DCA,57.0,213,11,0,2013-01-13 11:00:00,Envoy Air
11050,2013,1,13,1751.0,1745,6.0,1951.0,1953,-2.0,DL,2331,N975DL,LGA,DTW,83.0,502,17,45,2013-01-13 17:00:00,Delta Air Lines Inc.
11605,2013,1,14,1103.0,1050,13.0,1317.0,1250,27.0,MQ,4589,N725MQ,LGA,DTW,94.0,502,10,50,2013-01-14 10:00:00,Envoy Air
11769,2013,1,14,1437.0,1446,-9.0,1827.0,1757,30.0,UA,337,N420UA,LGA,IAH,237.0,1416,14,46,2013-01-14 14:00:00,United Air Lines Inc.
11797,2013,1,14,1457.0,1440,17.0,1557.0,1549,8.0,UA,717,N802UA,EWR,BOS,37.0,200,14,40,2013-01-14 14:00:00,United Air Lines Inc.
12125,2013,1,14,1956.0,1947,9.0,2108.0,2112,-4.0,EV,4412,N11189,EWR,BUF,55.0,282,19,47,2013-01-14 19:00:00,ExpressJet Airlines Inc.
12337,2013,1,15,752.0,755,-3.0,1058.0,1110,-12.0,AA,2267,N3JKAA,LGA,MIA,160.0,1096,7,55,2013-01-15 07:00:00,American Airlines Inc.
12486,2013,1,15,1003.0,1010,-7.0,1141.0,1140,1.0,MQ,3795,N518MQ,EWR,ORD,137.0,719,10,10,2013-01-15 10:00:00,Envoy Air
12539,2013,1,15,1126.0,1129,-3.0,1358.0,1419,-21.0,B6,523,N605JB,EWR,MCO,136.0,937,11,29,2013-01-15 11:00:00,JetBlue Airways
13237,2013,1,16,808.0,812,-4.0,1028.0,950,38.0,B6,1051,N239JB,JFK,PIT,80.0,340,8,12,2013-01-16 08:00:00,JetBlue Airways
13429,2013,1,16,1151.0,1155,-4.0,1509.0,1459,10.0,B6,625,N187JB,JFK,HOU,242.0,1428,11,55,2013-01-16 11:00:00,JetBlue Airways
13467,2013,1,16,1243.0,1230,13.0,1431.0,1405,26.0,WN,283,N459WN,LGA,MKE,135.0,738,12,30,2013-01-16 12:00:00,Southwest Airlines Co.
14020,2013,1,17,559.0,600,-1.0,853.0,859,-6.0,B6,507,N558JB,EWR,FLL,156.0,1065,6,0,2013-01-17 06:00:00,JetBlue Airways
14170,2013,1,17,817.0,817,0.0,1050.0,1058,-8.0,DL,914,N366NW,LGA,DEN,238.0,1620,8,17,2013-01-17 08:00:00,Delta Air Lines Inc.
14542,2013,1,17,1522.0,1515,7.0,1808.0,1805,3.0,UA,1502,N76055,EWR,IAH,198.0,1400,15,15,2013-01-17 15:00:00,United Air Lines Inc.
14762,2013,1,17,1844.0,1845,-1.0,2120.0,2137,-17.0,9E,3369,N937XJ,JFK,MSY,184.0,1182,18,45,2013-01-17 18:00:00,Endeavor Air Inc.
14904,2013,1,17,2154.0,2159,-5.0,2252.0,2306,-14.0,EV,4322,N26549,EWR,PWM,44.0,284,21,59,2013-01-17 21:00:00,ExpressJet Airlines Inc.
15077,2013,1,18,758.0,800,-2.0,1106.0,1122,-16.0,DL,1271,N903DE,JFK,FLL,155.0,1069,8,0,2013-01-18 08:00:00,Delta Air Lines Inc.
15590,2013,1,18,1715.0,1715,0.0,2010.0,2040,-30.0,DL,503,N3750D,JFK,SAN,326.0,2446,17,15,2013-01-18 17:00:00,Delta Air Lines Inc.
15976,2013,1,19,812.0,815,-3.0,941.0,957,-16.0,9E,3521,N936XJ,JFK,ORD,128.0,740,8,15,2013-01-19 08:00:00,Endeavor Air Inc.
15989,2013,1,19,823.0,825,-2.0,947.0,1015,-28.0,WN,671,N461WN,LGA,BNA,118.0,764,8,25,2013-01-19 08:00:00,Southwest Airlines Co.
16132,2013,1,19,1148.0,1145,3.0,1326.0,1321,5.0,FL,353,N937AT,LGA,CAK,66.0,397,11,45,2013-01-19 11:00:00,AirTran Airways Corporation
16207,2013,1,19,1347.0,1350,-3.0,1619.0,1624,-5.0,B6,615,N353JB,JFK,JAX,131.0,828,13,50,2013-01-19 13:00:00,JetBlue Airways
16801,2013,1,20,1155.0,1150,5.0,1401.0,1345,16.0,MQ,4646,N508MQ,LGA,MSP,162.0,1020,11,50,2013-01-20 11:00:00,Envoy Air
16825,2013,1,20,1238.0,1245,-7.0,1526.0,1550,-24.0,AA,745,N3FXAA,LGA,DFW,212.0,1389,12,45,2013-01-20 12:00:00,American Airlines Inc.
16970,2013,1,20,1540.0,1530,10.0,1733.0,1725,8.0,MQ,4146,N842MQ,JFK,CMH,87.0,483,15,30,2013-01-20 15:00:00,Envoy Air
17011,2013,1,20,1606.0,1600,6.0,1838.0,1834,4.0,FL,620,N995AT,LGA,ATL,118.0,762,16,0,2013-01-20 16:00:00,AirTran Airways Corporation
17043,2013,1,20,1639.0,1635,4.0,1836.0,1841,-5.0,B6,1085,N231JB,JFK,CLT,99.0,541,16,35,2013-01-20 16:00:00,JetBlue Airways
17451,2013,1,21,754.0,759,-5.0,947.0,1011,-24.0,US,1733,N184US,LGA,CLT,93.0,544,7,59,2013-01-21 07:00:00,US Airways Inc.
17488,2013,1,21,823.0,827,-4.0,1127.0,1140,-13.0,DL,2395,N378NW,LGA,PBI,170.0,1035,8,27,2013-01-21 08:00:00,Delta Air Lines Inc.
17634,2013,1,21,1108.0,1114,-6.0,1309.0,1315,-6.0,DL,1031,N371NB,LGA,DTW,95.0,502,11,14,2013-01-21 11:00:00,Delta Air Lines Inc.
17651,2013,1,21,1130.0,1130,0.0,1350.0,1356,-6.0,UA,1625,N12216,EWR,DEN,236.0,1605,11,30,2013-01-21 11:00:00,United Air Lines Inc.
17919,2013,1,21,1639.0,1625,14.0,1932.0,1954,-22.0,B6,675,N583JB,JFK,LAX,330.0,2475,16,25,2013-01-21 16:00:00,JetBlue Airways
18037,2013,1,21,1818.0,1758,20.0,1953.0,1936,17.0,UA,1139,N36207,EWR,ORD,116.0,719,17,58,2013-01-21 17:00:00,United Air Lines Inc.
18211,2013,1,21,2245.0,2245,0.0,2348.0,2357,-9.0,B6,128,N594JB,JFK,BTV,46.0,266,22,45,2013-01-21 22:00:00,JetBlue Airways
19008,2013,1,22,1954.0,2000,-6.0,2312.0,2319,-7.0,UA,1741,N24224,EWR,MIA,171.0,1085,20,0,2013-01-22 20:00:00,United Air Lines Inc.
19124,2013,1,23,552.0,600,-8.0,810.0,825,-15.0,MQ,4650,N506MQ,LGA,ATL,117.0,762,6,0,2013-01-23 06:00:00,Envoy Air
19140,2013,1,23,602.0,610,-8.0,850.0,902,-12.0,B6,145,N589JB,JFK,PBI,147.0,1028,6,10,2013-01-23 06:00:00,JetBlue Airways
19373,2013,1,23,949.0,958,-9.0,1136.0,1137,-1.0,UA,258,N805UA,LGA,ORD,130.0,733,9,58,2013-01-23 09:00:00,United Air Lines Inc.
19444,2013,1,23,1122.0,1129,-7.0,1426.0,1438,-12.0,B6,133,N629JB,JFK,RSW,163.0,1074,11,29,2013-01-23 11:00:00,JetBlue Airways
19768,2013,1,23,1718.0,1705,13.0,1900.0,1905,-5.0,WN,440,N748SW,EWR,STL,146.0,872,17,5,2013-01-23 17:00:00,Southwest Airlines Co.
20394,2013,1,24,1244.0,1240,4.0,1433.0,1445,-12.0,DL,1131,N344NB,LGA,DTW,86.0,502,12,40,2013-01-24 12:00:00,Delta Air Lines Inc.
20508,2013,1,24,1502.0,1500,2.0,1627.0,1639,-12.0,UA,685,N490UA,LGA,ORD,121.0,733,15,0,2013-01-24 15:00:00,United Air Lines Inc.
21225,2013,1,25,1007.0,959,8.0,1139.0,1129,10.0,MQ,4670,N526MQ,LGA,BNA,125.0,764,9,59,2013-01-25 09:00:00,Envoy Air
21379,2013,1,25,1354.0,1345,9.0,1641.0,1641,0.0,B6,1783,N507JB,JFK,MCO,140.0,944,13,45,2013-01-25 13:00:00,JetBlue Airways
21385,2013,1,25,1358.0,1400,-2.0,1629.0,1636,-7.0,DL,2247,N658DL,LGA,ATL,120.0,762,14,0,2013-01-25 14:00:00,Delta Air Lines Inc.
21871,2013,1,26,556.0,600,-4.0,902.0,859,3.0,B6,507,N559JB,EWR,FLL,150.0,1065,6,0,2013-01-26 06:00:00,JetBlue Airways
21977,2013,1,26,812.0,815,-3.0,1119.0,1118,1.0,DL,1429,N3749D,JFK,LAS,322.0,2248,8,15,2013-01-26 08:00:00,Delta Air Lines Inc.
22043,2013,1,26,917.0,920,-3.0,1228.0,1240,-12.0,AA,1589,N434AA,EWR,DFW,210.0,1372,9,20,2013-01-26 09:00:00,American Airlines Inc.
22068,2013,1,26,944.0,930,14.0,1120.0,1109,11.0,UA,448,N453UA,LGA,ORD,125.0,733,9,30,2013-01-26 09:00:00,United Air Lines Inc.
22289,2013,1,26,1538.0,1545,-7.0,1649.0,1720,-31.0,WN,600,N767SW,EWR,MDW,113.0,711,15,45,2013-01-26 15:00:00,Southwest Airlines Co.
22362,2013,1,26,1656.0,1655,1.0,1925.0,1940,-15.0,UA,1580,N39416,EWR,LAS,311.0,2227,16,55,2013-01-26 16:00:00,United Air Lines Inc.
22369,2013,1,26,1705.0,1705,0.0,1931.0,1940,-9.0,WN,2499,N784SW,LGA,DEN,242.0,1620,17,5,2013-01-26 17:00:00,Southwest Airlines Co.
22406,2013,1,26,1749.0,1729,20.0,2111.0,2049,22.0,AA,543,N370AA,JFK,MIA,150.0,1089,17,29,2013-01-26 17:00:00,American Airlines Inc.
22502,2013,1,26,2035.0,2035,0.0,114.0,126,-12.0,UA,1071,N76519,EWR,BQN,197.0,1585,20,35,2013-01-26 20:00:00,United Air Lines Inc.
22546,2013,1,27,554.0,600,-6.0,806.0,815,-9.0,FL,345,N990AT,LGA,ATL,114.0,762,6,0,2013-01-27 06:00:00,AirTran Airways Corporation
23020,2013,1,27,1604.0,1605,-1.0,1743.0,1729,14.0,YV,3771,N505MJ,LGA,IAD,53.0,229,16,5,2013-01-27 16:00:00,Mesa Airlines Inc.
23205,2013,1,27,1859.0,1906,-7.0,2056.0,2115,-19.0,EV,4627,N13970,EWR,CLT,83.0,529,19,6,2013-01-27 19:00:00,ExpressJet Airlines Inc.
23246,2013,1,27,1937.0,1940,-3.0,2222.0,2240,-18.0,AA,1787,N3AYAA,JFK,TPA,142.0,1005,19,40,2013-01-27 19:00:00,American Airlines Inc.
23451,2013,1,28,659.0,700,-1.0,834.0,836,-2.0,UA,1162,N37263,EWR,ORD,129.0,719,7,0,2013-01-28 07:00:00,United Air Lines Inc.
23465,2013,1,28,717.0,715,2.0,1030.0,1027,3.0,UA,1299,N76528,EWR,RSW,169.0,1068,7,15,2013-01-28 07:00:00,United Air Lines Inc.
23671,2013,1,28,1050.0,1050,0.0,1340.0,1340,0.0,UA,1284,N76519,EWR,LAS,325.0,2227,10,50,2013-01-28 10:00:00,United Air Lines Inc.
24339,2013,1,29,629.0,634,-5.0,917.0,935,-18.0,UA,772,N588UA,EWR,MIA,151.0,1085,6,34,2013-01-29 06:00:00,United Air Lines Inc.
24668,2013,1,29,1246.0,1250,-4.0,1513.0,1550,-37.0,DL,1685,N357NW,LGA,MCO,127.0,950,12,50,2013-01-29 12:00:00,Delta Air Lines Inc.
24797,2013,1,29,1509.0,1510,-1.0,1805.0,1745,20.0,MQ,4309,N673MQ,JFK,IND,122.0,665,15,10,2013-01-29 15:00:00,Envoy Air
58,2013,1,1,656.0,659,-3.0,949.0,959,-10.0,AA,1815,N5FMAA,JFK,MCO,142.0,944,6,59,2013-01-01 06:00:00,American Airlines Inc.
104,2013,1,1,759.0,800,-1.0,1057.0,1127,-30.0,DL,1843,N955DL,JFK,MIA,158.0,1089,8,0,2013-01-01 08:00:00,Delta Air Lines Inc.
207,2013,1,1,937.0,940,-3.0,1127.0,1120,7.0,WN,1807,N729SW,LGA,MKE,143.0,738,9,40,2013-01-01 09:00:00,Southwest Airlines Co.
310,2013,1,1,1204.0,1200,4.0,1500.0,1448,12.0,B6,523,N612JB,EWR,MCO,139.0,937,12,0,2013-01-01 12:00:00,JetBlue Airways
350,2013,1,1,1301.0,1255,6.0,1629.0,1603,26.0,UA,765,N825UA,EWR,DFW,243.0,1372,12,55,2013-01-01 12:00:00,United Air Lines Inc.
535,2013,1,1,1619.0,1625,-6.0,1912.0,1855,17.0,MQ,4661,N537MQ,LGA,ATL,136.0,762,16,25,2013-01-01 16:00:00,Envoy Air
1008,2013,1,2,817.0,820,-3.0,1015.0,1007,8.0,9E,3521,N931XJ,JFK,ORD,143.0,740,8,20,2013-01-02 08:00:00,Endeavor Air Inc.
1263,2013,1,2,1305.0,1300,5.0,1442.0,1440,2.0,AA,329,N581AA,LGA,ORD,135.0,733,13,0,2013-01-02 13:00:00,American Airlines Inc.
1351,2013,1,2,1458.0,1445,13.0,1743.0,1710,33.0,MQ,4669,N518MQ,LGA,ATL,126.0,762,14,45,2013-01-02 14:00:00,Envoy Air
1355,2013,1,2,1500.0,1500,0.0,1811.0,1837,-26.0,DL,1467,N718TW,JFK,LAX,341.0,2475,15,0,2013-01-02 15:00:00,Delta Air Lines Inc.
1985,2013,1,3,853.0,858,-5.0,1100.0,1105,-5.0,US,1429,N738US,LGA,CLT,99.0,544,8,58,2013-01-03 08:00:00,US Airways Inc.
2159,2013,1,3,1239.0,1240,-1.0,1604.0,1540,24.0,AA,1853,N4WAAA,EWR,DFW,239.0,1372,12,40,2013-01-03 12:00:00,American Airlines Inc.
2338,2013,1,3,1553.0,1600,-7.0,1915.0,1915,0.0,AA,565,N3BKAA,JFK,DFW,231.0,1391,16,0,2013-01-03 16:00:00,American Airlines Inc.
2592,2013,1,3,2003.0,2000,3.0,2120.0,2140,-20.0,UA,1596,N76504,LGA,ORD,112.0,733,20,0,2013-01-03 20:00:00,United Air Lines Inc.
2625,2013,1,3,2042.0,2030,12.0,2339.0,2340,-1.0,UA,1417,N87527,EWR,FLL,162.0,1065,20,30,2013-01-03 20:00:00,United Air Lines Inc.
2716,2013,1,4,557.0,601,-4.0,711.0,725,-14.0,EV,4708,N13970,EWR,MKE,112.0,725,6,1,2013-01-04 06:00:00,ExpressJet Airlines Inc.
2817,2013,1,4,732.0,736,-4.0,854.0,850,4.0,B6,44,N659JB,JFK,SYR,47.0,209,7,36,2013-01-04 07:00:00,JetBlue Airways
3473,2013,1,4,1915.0,1900,15.0,2127.0,2129,-2.0,FL,645,N951AT,LGA,ATL,111.0,762,19,0,2013-01-04 19:00:00,AirTran Airways Corporation
3483,2013,1,4,1924.0,1925,-1.0,2213.0,2229,-16.0,DL,1485,N907DL,LGA,MCO,147.0,950,19,25,2013-01-04 19:00:00,Delta Air Lines Inc.
3510,2013,1,4,1952.0,1935,17.0,2148.0,2145,3.0,9E,3899,N8836A,JFK,CLE,76.0,425,19,35,2013-01-04 19:00:00,Endeavor Air Inc.
3682,2013,1,5,704.0,700,4.0,1013.0,1010,3.0,WN,3995,N276WN,EWR,HOU,228.0,1411,7,0,2013-01-05 07:00:00,Southwest Airlines Co.
4295,2013,1,5,2048.0,2040,8.0,2319.0,2314,5.0,B6,619,N281JB,JFK,JAX,130.0,828,20,40,2013-01-05 20:00:00,JetBlue Airways
4549,2013,1,6,1019.0,1000,19.0,1148.0,1128,20.0,EV,4187,N11547,EWR,BNA,130.0,748,10,0,2013-01-06 10:00:00,ExpressJet Airlines Inc.
4609,2013,1,6,1143.0,1140,3.0,1516.0,1450,26.0,DL,930,N353NB,LGA,FLL,186.0,1076,11,40,2013-01-06 11:00:00,Delta Air Lines Inc.
4876,2013,1,6,1646.0,1644,2.0,2000.0,2020,-20.0,UA,1163,N37255,EWR,SAT,234.0,1569,16,44,2013-01-06 16:00:00,United Air Lines Inc.
6228,2013,1,8,747.0,753,-6.0,943.0,1007,-24.0,DL,2119,N367NW,LGA,MSP,159.0,1020,7,53,2013-01-08 07:00:00,Delta Air Lines Inc.
6320,2013,1,8,857.0,900,-3.0,1132.0,1135,-3.0,DL,485,N308DE,EWR,ATL,116.0,746,9,0,2013-01-08 09:00:00,Delta Air Lines Inc.
6421,2013,1,8,1111.0,1115,-4.0,1233.0,1257,-24.0,EV,5273,N713EV,LGA,PIT,56.0,335,11,15,2013-01-08 11:00:00,ExpressJet Airlines Inc.
6468,2013,1,8,1202.0,1155,7.0,1458.0,1459,-1.0,B6,625,N334JB,JFK,HOU,221.0,1428,11,55,2013-01-08 11:00:00,JetBlue Airways
6491,2013,1,8,1251.0,1300,-9.0,1353.0,1406,-13.0,US,2128,N965UW,LGA,BOS,45.0,184,13,0,2013-01-08 13:00:00,US Airways Inc.
6644,2013,1,8,1546.0,1550,-4.0,1953.0,1925,28.0,DL,1773,N382DA,JFK,SLC,288.0,1990,15,50,2013-01-08 15:00:00,Delta Air Lines Inc.
6725,2013,1,8,1656.0,1700,-4.0,1930.0,1935,-5.0,DL,2042,N305DQ,EWR,ATL,122.0,746,17,0,2013-01-08 17:00:00,Delta Air Lines Inc.
7443,2013,1,9,1353.0,1359,-6.0,1648.0,1656,-8.0,UA,523,N562UA,EWR,PBI,153.0,1023,13,59,2013-01-09 13:00:00,United Air Lines Inc.
7506,2013,1,9,1500.0,1504,-4.0,1633.0,1640,-7.0,EV,4634,N15980,EWR,RDU,69.0,416,15,4,2013-01-09 15:00:00,ExpressJet Airlines Inc.
8332,2013,1,10,1317.0,1259,18.0,1427.0,1436,-9.0,UA,1483,N34131,EWR,ORD,112.0,719,12,59,2013-01-10 12:00:00,United Air Lines Inc.
8369,2013,1,10,1402.0,1410,-8.0,1551.0,1555,-4.0,MQ,4491,N730MQ,LGA,CLE,75.0,419,14,10,2013-01-10 14:00:00,Envoy Air
8459,2013,1,10,1527.0,1530,-3.0,1711.0,1725,-14.0,MQ,4146,N623MQ,JFK,CMH,80.0,483,15,30,2013-01-10 15:00:00,Envoy Air
8512,2013,1,10,1617.0,1602,15.0,1748.0,1722,26.0,YV,3771,N505MJ,LGA,IAD,46.0,229,16,2,2013-01-10 16:00:00,Mesa Airlines Inc.
8715,2013,1,10,1925.0,1925,0.0,2042.0,2045,-3.0,9E,4127,N8688C,JFK,IAD,49.0,228,19,25,2013-01-10 19:00:00,Endeavor Air Inc.
9167,2013,1,11,1108.0,1115,-7.0,1403.0,1425,-22.0,AA,2099,N3HUAA,LGA,MIA,149.0,1096,11,15,2013-01-11 11:00:00,American Airlines Inc.
9544,2013,1,11,1754.0,1800,-6.0,2022.0,2058,-36.0,B6,9,N587JB,JFK,MCO,126.0,944,18,0,2013-01-11 18:00:00,JetBlue Airways
9643,2013,1,11,1931.0,1935,-4.0,2218.0,2220,-2.0,EV,4204,N14105,EWR,OKC,205.0,1325,19,35,2013-01-11 19:00:00,ExpressJet Airlines Inc.
9691,2013,1,11,2036.0,2035,1.0,2143.0,2142,1.0,EV,4695,N12922,EWR,MHT,44.0,209,20,35,2013-01-11 20:00:00,ExpressJet Airlines Inc.
9735,2013,1,11,2151.0,2159,-8.0,2300.0,2316,-16.0,DL,2155,N332NW,LGA,PWM,44.0,269,21,59,2013-01-11 21:00:00,Delta Air Lines Inc.
10556,2013,1,13,759.0,759,0.0,1023.0,1030,-7.0,UA,369,N577UA,LGA,DEN,235.0,1620,7,59,2013-01-13 07:00:00,United Air Lines Inc.
10637,2013,1,13,922.0,925,-3.0,1142.0,1150,-8.0,WN,3494,N441WN,EWR,DEN,230.0,1605,9,25,2013-01-13 09:00:00,Southwest Airlines Co.
10850,2013,1,13,1443.0,1430,13.0,1747.0,1735,12.0,AA,883,N4WSAA,EWR,DFW,217.0,1372,14,30,2013-01-13 14:00:00,American Airlines Inc.
10876,2013,1,13,1505.0,1505,0.0,1733.0,1737,-4.0,EV,3817,N11548,EWR,JAX,127.0,820,15,5,2013-01-13 15:00:00,ExpressJet Airlines Inc.
10886,2013,1,13,1515.0,1505,10.0,1841.0,1820,21.0,AA,759,N3BRAA,LGA,DFW,235.0,1389,15,5,2013-01-13 15:00:00,American Airlines Inc.
10922,2013,1,13,1547.0,1550,-3.0,2043.0,2050,-7.0,AA,1635,N5DMAA,JFK,SJU,196.0,1598,15,50,2013-01-13 15:00:00,American Airlines Inc.
10941,2013,1,13,1600.0,1605,-5.0,1946.0,1925,21.0,9E,3325,N909XJ,JFK,DFW,240.0,1391,16,5,2013-01-13 16:00:00,Endeavor Air Inc.
11147,2013,1,13,1933.0,1930,3.0,2241.0,2247,-6.0,DL,1854,N357NB,LGA,FLL,147.0,1076,19,30,2013-01-13 19:00:00,Delta Air Lines Inc.
11433,2013,1,14,807.0,803,4.0,1046.0,1025,21.0,EV,4393,N13161,EWR,OMA,201.0,1134,8,3,2013-01-14 08:00:00,ExpressJet Airlines Inc.
11527,2013,1,14,925.0,929,-4.0,1103.0,1044,19.0,EV,4636,N12163,EWR,DCA,49.0,199,9,29,2013-01-14 09:00:00,ExpressJet Airlines Inc.
11638,2013,1,14,1139.0,1145,-6.0,1447.0,1453,-6.0,DL,1174,N323NB,LGA,PBI,154.0,1035,11,45,2013-01-14 11:00:00,Delta Air Lines Inc.
12029,2013,1,14,1817.0,1825,-8.0,1944.0,1935,9.0,US,1860,N712US,LGA,PHL,40.0,96,18,25,2013-01-14 18:00:00,US Airways Inc.
